,id,price,signed,deadline,method,procurer,supplier,proinn,supinn,registered,address,number,mail,code,product
35428,3660700596316000039,"3 123 063,97 ",2016-01-06,2016-12-24,Электронный аукцион,Администрация городского округа ЗАТО Свободный,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМБЫТХИМ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМБЫТХИМ"")",6607005963,7328038400,11.04.2000,"['432072, обл УЛЬЯНОВСКАЯ 73, г УЛЬЯНОВСК, пр ИНЖЕНЕРНЫЙ 1-Й, 17']",8-8422-586637,mvcentr73@yandex.ru,20.59.59.000,Приобретение реагентов для коагуляции воды на ФНС
35541,2661900214916000020,"4 821 637,00 ",2016-01-02,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОУФИМСКАЯ РАЙОННАЯ БОЛЬНИЦА""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭНЕРГОСЕРВИС"" МО КРАСНОУФИМСКИЙ РАЙОН",6619002149,6619009120,06.01.2004,"['623300, обл СВЕРДЛОВСКАЯ 66, р-н КРАСНОУФИМСКИЙ, п БЕРЕЗОВАЯ РОЩА, ул ЗАГОРОДНАЯ, 4']",7-34394-60084,111@yandex.ru,35.30.12.130,Оказание услуг по теплоснабжению
35576,3660100977816000001,"1 000 000,00 ",2016-01-07,2016-10-31,Электронный аукцион,ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ПО ПОСЕЛКУ НЕЙВО-ШАЙТАНСКИЙ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ВИРГА"" (ООО НПО ""ВИРГА"")",6601009778,6658437584,25.07.2013,"['620109, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул КРАУЛЯ, 2, ПОМ. 13']",7-343-3612243,mail@virga.su,52.21.22.000,"Летнее содержание дорог (ремонт щебеночных дорог по ул. Зеленая, Садовая)"
35594,3663201472116000002,"1 017 080,14 ",2016-01-08,2016-09-19,Электронный аукцион,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 4 Р.П.СОСЬВА,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОСИЛА""",6632014721,4501160066,03.06.2015,"['624055, ОБЛ СВЕРДЛОВСКАЯ , Р-Н БЕЛОЯРСКИЙ, С КОСУЛИНО, УЛ ОКТЯБРЬСКАЯ, ДОМ 5']",7-343-3857270,skola4@bk.ru,29.10.30.113,приобретение школьного автобуса
35635,3661100512316000001,"1 077 355,16 ",2016-01-21,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ИРБИТ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ИРБИТ ""ГОРОДСКИЕ ТЕПЛОВЫЕ СЕТИ"" (МУП МО ГОРОД ИРБИТ ""ГОРОДСКИЕ ТС"")",6611005123,6676003170,02.07.2014,"['623850, обл СВЕРДЛОВСКАЯ 66, г ИРБИТ, ул СВОБОДЫ, 17']",7-34355-32545,gts-irbit@mail.ru,35.30.11.111,Отпуск тепловой энергии
35640,1666101464516000015,"1 177 868,37 ",2016-01-26,2016-04-30,Электронный аукцион,"федеральное казенное учреждение ""Уральское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации""","Общество с Ограниченной Ответственностью ""ИТЦ ""ПромКомплетИнжиниринг""",6661014645,6731049612,31.03.2005,"['214020, г. Смоленск, ул. Шевченко, 86']",7-4812-358167,market@teplocontrols.ru,26.51.33.199,Рулетка измерительная металлическая
35676,2666001041516000248,"1 948 646,25 ",2016-01-06,2016-01-10,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИТАЛЕК"" (ООО ""ВИТАЛЕК"")",6660010415,7726702620,10.08.2012,"['115230, г МОСКВА 77, ш ВАРШАВСКОЕ, 46А, СТР.4']",7-926-0929840,info@vitalek.ru,21.20.10.119,"ИНСУЛИН ЛИЗПРО, ХУМАЛОГ, раствор для внутривенного и подкожного введения 100 МЕ/мл, 3 мл - картриджи (5), Лилли Франс, Французская Республика"
35770,2666001041516000250,"6 018 000,00 ",2016-01-06,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"" (ООО ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"")",6660010415,7713701259,30.09.2010,"['115035, г МОСКВА 77, ул САДОВНИЧЕСКАЯ, ДОМ 72, СТРОЕНИЕ 1, ОФИС 18А']",7-343-2314414,regfarm.c@gmail.com,21.20.23.111,"ТЕСТ- ПОЛОСКИ ДЛЯ ОПРЕДЕЛЕНИЯ СОДЕРЖАНИЯ ГЛЮКОЗЫ В КРОВИ! Тест-полоски ""Контур ТС"" к прибору для определения уровня глюкозы в крови ""Контур ТС"" тест-полоски к глюкометру №50 , ""Байер Консьюмер Кэр АГ"",Швейцария"
35800,2666001041516000255,"1 020 000,00 ",2016-01-06,2016-12-31,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"" (ООО ""РЕГИОНАЛЬНЫЙ ФАРМАЦЕВТИЧЕСКИЙ ЦЕНТР"")",6660010415,7713701259,30.09.2010,"['115035, г МОСКВА 77, ул САДОВНИЧЕСКАЯ, ДОМ 72, СТРОЕНИЕ 1, ОФИС 18А']",7-343-2314414,regfarm.c@gmail.com,21.20.23.111,"ТЕСТ- ПОЛОСКИ ДЛЯ ОПРЕДЕЛЕНИЯ СОДЕРЖАНИЯ ГЛЮКОЗЫ В КРОВИ! Тест-полоски ""Уан-Тач Ультра"" к портативной системе контроля уровня глюкозы в крови ""УанТач Ультра"" №100 тест-полоски к глюкометру №100 , ""Лайфскан Юроп"" подразделение ""Силаг ГмбХ Интернешнл"", Швейцария"
35802,3663900277116000001,"1 702 894,25 ",2016-01-27,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАМЫШЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""Энергосбыс  Плюс"")",6639002771,5612042824,28.01.2016,"['623530,г.Богданович,ул.Первомайская.15']",7-34377-21045,sesb@ies-holding.com,35.30.11.120,подача тепловой энергии
35894,3667124849816000050,"1 089 133,02 ",2016-01-08,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО КАПИТАЛЬНОМУ РЕМОНТУ""",ИП Исаков Юрий ВячеславовичИндивидуальный предприниматель,6671248498,660300151559,02.09.2015,"['624260, Свердловская область, город Асбест, ул. Ленинградская, дом 37, корп. 1, 28']",+7(950) 55-33-964,stroymetprom@e1.ru,43.99.90.190,капитальный ремонт
35969,3661100132016000001,"8 635 000,00 ",2016-01-25,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ИРБИТ,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6611001320,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34355-52497,sesb@ies-holding.com,35.14.10.000,Поставка электрической энергии
35994,2661702533416000450,"10 322 054,82 ",2016-01-09,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОТУРЬИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ КОМПАНИЯ ""ВЛААНТ"" (ООО ""МЕДИЦИНСКАЯ КОМПАНИЯ ""ВЛААНТ"")",6617025334,7709938086,09.10.2013,"['109147, г МОСКВА 77, ул МАРКСИСТСКАЯ, ДОМ 34, КОРПУС 10']",8-495-7806680,info@vlaant.ru,32.50.13.190,Катетер проводниковый коронарный
36022,2666202298416000025,"1 416 204,00 ",2016-01-13,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕДСИНТЕЗ"")",6662022984,6629012040,05.04.2006,"['620144, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул 8 МАРТА, 90, А']",7-343-2707515,nikolay.vlasov@medsintez.com,21.20.10.134,Поставка лекарственных препаратов
36047,3668602412316000001,"1 075 000,00 ",2016-01-03,2016-06-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА ОРДЖОНИКИДЗЕВСКОГО РАЙОНА ГОРОДА ЕКАТЕРИНБУРГА""","""Альфа-строй""",6686024123,6679029272,04.03.2013,"['620010, Свердловская область, г. Екатеринбург, ул. Академика Губкина, д. 78 офис 111']",+73433180113,135735@mail.ru,42.99.22.110,Ремонт плоскостного спортивного сооружения открытого типа
36115,3662001643516000027,"1 150 000,00 ",2016-01-18,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И ЭНЕРГЕТИКИ"" ГОРОДСКОГО ОКРУГА КРАСНОУРАЛЬСК","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6620016435,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34343-20843,sesb@ies-holding.com,35.11.10.111,Поставка электрической энергии (уличное освещение СНП)
36219,1662300085016000016,"1 000 000,00 ",2016-01-07,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",МЕЖРАЙОННАЯ ИНСПЕКЦИЯ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ № 16 ПО СВЕРДЛОВСКОЙ ОБЛАСТИ,"Управление Федеральной почтовой связи Свердловской области - филиала ФГУП ""ПОЧТА РОССИИ""",6623000850,7724261610,14.02.2003,"['620000, г. Екатеринбург, пр. Ленина, д.039']",7-343-3567807,client@russianpost.ru,53.10.12.000,Услуги почтовой связи (пересылка внутренней письменной корреспонденции)
36245,1665800007116000301,"47 479 691,15 ",2016-01-11,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",ГЛАВНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ №38 ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ"" (ФГУП СМУ-38 ФСИН РОССИИ)",6658000071,3811068862,10.11.2008,"['620102, г. Екатеринбург, ул. Московская, 195']",8-343-2395057,smu_38ekb@mail.ru,41.20.40.000,строительство СИЗО на 1000 мест
36275,3660200986916000011,"1 563 467,79 ",2016-01-02,2016-12-31,Электронный аукцион,"Муниципальное бюджетное учреждение Артемовского городского округа ""Жилкомстрой""","Общество с ограниченной ответственостью ""Союз-1""",6602009869,6602009516,07.04.2004,"['623780 Свердловская область г. Артемовский ул. Техническая, 7']",7-912-2620903,Af1987@list.ru,96.09.19.000,выполнение комплекса работ по содержанию тротуаров в г. Артемовский Свердловской области в 2016 году
36286,3665401323116000001,"1 572 370,00 ",2016-01-21,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТРОИЦКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 62""","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ТАЛИЦКОГО ГОРОДСКОГО ОКРУГА ""ТЕПЛОСЕТЕВАЯ КОМПАНИЯ"" (МУП ТГО ""ТЕПЛОСЕТЕВАЯ КОМПАНИЯ"")",6654013231,6633021369,26.11.2013,"['623640, обл СВЕРДЛОВСКАЯ 66, г ТАЛИЦА, ул ВОЛОДАРСКОГО, 8']",8-34371-22100,tploseti.talica@mail.ru,35.30.11.120,услуга по поставке тепловой энергии
36292,3665201172916000001,"2 605 582,00 ",2016-01-22,2016-12-31,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 13"" П. БОБРОВСКИЙ",ПАТРАКОВА ЛЕНА ВИТАЛЬЕВНА,6652011729,665203114818,17.03.2005,"['624019, Свердловская область,', 'Сысертский район, п. Бобровский,', 'ул. Демина, 13']",7-91220-42620,bobr_school13@mail.ru,56.29.20.120,Услуги школьных столовых
36363,3662601139116000001,"1 064 843,01 ",2016-01-22,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПОЛЕВСКОГО ГОРОДСКОГО ОКРУГА ""ДЕТСКИЙ САД № 40 ОБЩЕРАЗВИВАЮЩЕГО ВИДА""","Открытое акционерное общество ""ЭнергосбыТ Плюс"" (ОАО ""ЭнергосбыТ"")",6626011391,5612042824,18.07.2012,"['143421, Московская область, Красногорский район,автодорога Балтия, территория бизнес-центра Рига-Ленд,строение 3.']",7-34350-40557,sesb_noreply@ies-holding.com,35.12.10.110,Электроэнергия
36454,3661600156316000001,"6 821 051,00 ",2016-01-04,2017-01-04,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА КИРОВГРАДСКОГО ГОРОДСКОГО ОКРУГА""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БЕРЕЗИТ"" (ООО ""СК ""БЕРЕЗИТ"")",6616001563,6658461724,23.10.2014,"['620028, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул ТАТИЩЕВА, 88, КВАРТИРА 111']",7-343-3815413,sk-berezit@mail.ru,42.99.22.110,Строительство универсальной спортивной площадки
36557,1664400291416000001,"1 221 000,00 ",2016-01-27,2016-03-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","федеральное казенное учреждение ""Колония-поселение № 45 Главного управления Федеральной службы исполнения наказаний по Свердловской области""","СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ""ПРИГОРОДНОЕ"" (-)",6644002914,6611009022,03.03.2004,"['623840, обл СВЕРДЛОВСКАЯ 66, р-н ИРБИТСКИЙ, п СПУТНИК']",8-34355-33148,prigorodnoe-irbit@yandex.ru,01.46.10.220,покупка свиней
36693,2666001041516000258,"10 170 000,00 ",2016-01-06,2016-01-10,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИРМА ЕВРОСЕРВИС"" (ЗАО ""ФИРМА ЕВРОСЕРВИС"")",6660010415,7731241639,28.08.1996,"['121357, г МОСКВА 77, ул ВЕРЕСАЕВА, 8']",7-495-7894619,auction@euro-service.ru,21.20.10.211,"ТРИПТОРЕЛИН, ДИФЕРЕЛИН, лиофилизат для приготовления суспензии для внутримышечного введения пролонгированного действия 11.25 мг, флаконы темного стекла - 1 , ""Ипсен Фарма"" - Франция;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-Ипсен Фарма Биотек - Франция."
36857,3665601959916000001,"1 092 800,00 ",2016-01-15,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЛЯ ДЕТЕЙ ДОШКОЛЬНОГО И МЛАДШЕГО ШКОЛЬНОГО ВОЗРАСТА ""ТИМОФЕЕВСКАЯ НАЧАЛЬНАЯ ШКОЛА - ДЕТСКИЙ САД""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6656019599,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34371-28528,riv_tal@stsb.ru,35.13.10.000,"Электроэнергия, произведенная электростанциями"
37089,2666208106616000063,"1 441 200,00 ",2016-01-09,2016-12-31,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ФОНД ЖИЛИЩНОГО СТРОИТЕЛЬСТВА""","ООО ""НА ЧЕМОДАНАХ""",6662081066,6684010929,20.09.2013,"['623100, Российская Федерация, Свердловская обл., г. Первоуральск, ул. Чкалова, 47, пом. 36-40']",+7(950)1906989,gorod66@mail.ru,68.10.11.000,"Приобретение жилого помещения на территории г. Первоуральска Свердловской области для детей-сирот и детей, оставшихся без попечения родителей,  лиц из числа детей-сирот и детей, оставшихся без попечения родителей, в соответствии с постановлением Правительства Свердловской области от 24.10.2013 г. № ..."
37108,3662902195116000023,"17 699 792,61 ",2016-01-06,2016-10-30,Электронный аукцион,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БУХГАЛТЕРСКОГО И МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ МУНИЦИПАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ"" НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЛДИНГ ""УРАЛ-СТРОЙ"" (ООО ""ХОЛДИНГ ""УРАЛ-СТРОЙ"")",6629021951,6678023790,30.01.2013,"['620050, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул МОНТАЖНИКОВ, 2, СТРОЕНИЕ Б, ОФИС 37']",8-343-3000084,stroitelstwo@gmail.ru,43.22.11.190,"Капитальный ремонт бассейнов в МАОУ ""СОШ № 48"""
37197,3662801568016000003,"1 137 960,36 ",2016-01-27,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДВОРЕЦ КУЛЬТУРЫ ""МЕТАЛЛУРГ"" ИМЕНИ ФЕРШТАТЕРА АСИРА АБРАМОВИЧА.","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕЖЕВСКОГО ГОРОДСКОГО ОКРУГА ""РЕЖПРОМ"" (МУП РГО ""РЕЖПРОМ"")",6628015680,6628015948,01.09.2011,"['623750, ОБЛ СВЕРДЛОВСКАЯ 66, Г РЕЖ, УЛ КРАСНОАРМЕЙСКАЯ, 26']",7-34364-21452,rezhprom@mail.ru,35.12.10.110,Поставка тепловой энергии
37205,3661702547916000005,"1 332 916,00 ",2016-01-02,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","Муниципальное бюджетное учреждение культуры городского округа Краснотурьинск ""Централизованная клубная система""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАСЧЕТНЫЙ ЦЕНТР УРАЛА"" (АО ""РЦ УРАЛА"")",6617025479,6659190330,28.04.2009,"['620141, обл СВЕРДЛОВСКАЯ 66, г ЕКАТЕРИНБУРГ, ул АРТИНСКАЯ, 15, 501']",8-34384-68825,ktur_pribor@rcurala.ru,35.30.12.130,Поставка горячего водоснабжения
37213,1666101464516000014,"1 000 604,40 ",2016-01-25,2016-04-30,Электронный аукцион,"федеральное казенное учреждение ""Уральское окружное управление материально-технического снабжения Министерства внутренних дел Российской Федерации""",Общество с ограниченной ответственностью 'Альфа Ограждения',6661014645,6658368595,04.10.2010,"['620028,г. Екатеринбург,ул.Татищева,92, оф.2']",7-343-3113090,sales@alfa-zabor.ru,25.93.13.112,Металлическая секция (панель) ограждения
37258,3661700685316000005,"2 217 767,28 ",2016-01-02,2016-09-08,Конкурс с ограниченным участием,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ  САД № 47 КОМБИНИРОВАННОГО ВИДА""","Муниципальное унитарное предприятие ""Комбинат школьного питания"" (Муниципальное унитарное предприятие ""Комбинат школьного питания"")",6617006853,6617011557,30.03.2006,"['624440, Свердловская область, г. Краснотурьинск, ул. Попова, 65']",8-34384-34713,combi_school@mail.ru,56.29.20.190,"Оказание услуги по обеспечению питанием детей в МБ ОУ ""Сад"" (дети в возрасте с 3 до 7 лет)"
37309,3661202527416000001,"2 300 000,00 ",2016-01-02,2017-01-31,"Закупка у единственного поставщика (подрядчика, исполнителя)","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""КУЛЬТУРНО-ДОСУГОВЫЙ ЦЕНТР КАМЕНСКОГО ГОРОДСКОГО ОКРУГА""","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС"" (ОАО ""ЭНЕРГОСБЫТ ПЛЮС"")",6612025274,5612042824,22.05.2014,"['143421, обл МОСКОВСКАЯ 50, р-н КРАСНОГОРСКИЙ, автодорога БАЛТИЯ, тер БИЗНЕС-ЦЕНТР РИГА-ЛЕНД, 3']",7-34376-51799,sesb@ies-holding.com,35.12.10.110,Поставка электрической энергии
37459,3663202282816000004,"1 174 518,32 ",2016-01-25,2016-02-14,Электронный аукцион,УПРАВЛЕНИЕ ПО БЛАГОУСТРОЙСТВУ ГАРИНСКОГО ГОРОДСКОГО ОКРУГА,"Общество с ограниченной ответственностью ""БИОХИМ"" (Общество с ограниченной ответственностью ""БИОХИМ"")",6632022828,6670344590,20.08.2015,"['620075, Свердловская область, г. Екатеринбург, ул. Восточная, д. 56, офис 19']",7-3522-457791,etilamin@mail.ru,19.20.21.321,Приобретение и поставка моторного дизельного топлива для нужд Гаринского района Свердловской области
37474,1666100166016000053,"26 800 000,00 ",2016-01-06,2016-12-31,"Закупка у единственного поставщика (подрядчика, исполнителя)",АРБИТРАЖНЫЙ СУД СВЕРДЛОВСКОЙ ОБЛАСТИ,Управление федеральной почтовой связи Свердловской области – филиала ФГУП «Почта России»,6661001660,7724261610,14.02.2003,"['620000 г. Екатеринбург, Пр. Ленина, 39']",7-343-3711124,Kseniya.Ageenko@russianpost.ru,53.10.12.000,Услуги общедоступной почтовой связи
37504,1665902945016000063,"3 233 113,26 ",2016-01-07,2016-09-30,Электронный аукцион,УПРАВЛЕНИЕ НА ТРАНСПОРТЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО УРАЛЬСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ,"Публичное акционерное общество ""МегаФон""",6659029450,7812014560,31.01.2005,"['115035, г. Москва, Кадашевская набережная, д. 30  620078,Свердловская область,  г. Екатеринбург, ул. Малышева, 122']",7-343-3795555,info@megafon.ru,61.10.30.190,Оказание услуг по предоставлению каналов связи для передачи данных УТ МВД России по УрФО
